BenCheikh_2026	10.1016/j.fsi.2026.111499	42288298	2026	Mytilus edulis	Bivalve	live or heat-killed Vibrio splendidus	Pathogen/immune	Broodstock/adult	not reported (live vs heat-killed V. splendidus exposure; concentration not stated in the retrievable text)	single priming exposure	F0	Within-generation only	live Vibrio splendidus challenge; plus adoptive transfer of cell-free plasma or haemocytes from primed to naive mussels	21	Yes	Persisted	survival; total haemocyte concentration; haemocyte population profiles; phagocytic activity; lysosomal function; ROS production; adoptive-transfer protection of naive recipients	Improved	Markedly higher survival during subsequent bacterial challenge with protection lasting at least 21 days (percentages not in the retrievable text); both cell-free plasma and haemocytes from primed mussels conveyed protection to naive individuals; sustained increase in total haemocyte concentration, altered phagocytosis, enhanced lysosomal function and a biphasic ROS pattern	None	Not evaluated	Aquaculture	not reported	Abstract only	None found	First demonstration of immune priming in the blue mussel and the first transferable (adoptive) immune memory in a bivalve - protection resides in both a humoral and a cellular compartment. Live and heat-killed bacteria triggered distinct cellular responses, implying different activation pathways for the same protective outcome
Li_2025b	10.1016/j.fsi.2025.110186	39938621	2025	Mytilus coruscus	Bivalve	repeated sublethal Vibrio alginolyticus challenge	Pathogen/immune	Broodstock/adult	not reported (repeated V. alginolyticus challenge; concentration not stated in the retrievable text)	repeated challenges (interval not stated in the retrievable text)	F0	Within-generation only	live Vibrio alginolyticus challenge	not reported	Yes	Not tested	mortality rate and timing; haemocyte viability; pathogen recognition, inflammatory and apoptosis responses; antioxidant enzyme responses; tissue-specific analysis of haemocytes, gill and digestive gland	Improved	Immune-primed mussels showed slower mortality and maintained higher haemocyte viability than non-primed mussels (magnitudes not in the retrievable text)	Targeted qPCR	Partial (gill showed immune tolerance while digestive gland showed sustained immune and antioxidant responses - the two tissues diverged)	Aquaculture	not reported	Abstract only	None found	Best evidence in the bivalve literature that the primed state is tissue-specific rather than systemic and uniform: gill tolerised while digestive gland sustained both immune and antioxidant responses. A caution against whole-animal molecular readouts of priming
Li_2025a	10.1016/j.fsi.2025.110263	40064211	2025	Ruditapes philippinarum	Bivalve	sublethal Vibrio anguillarum injection	Pathogen/immune	Broodstock/adult	not reported (V. anguillarum injection vs PBS injection control; concentration not stated in the retrievable text)	single injection	F0	Within-generation only	second Vibrio anguillarum injection 7 d after the first (AA group) vs PBS-primed then challenged (SS/SA controls)	7	No	Not tested	survival (log-rank); hepatopancreas bacterial load; alkaline and acid phosphatase, SOD and MDA activities; hepatopancreas transcriptome	Improved	Survival of the twice-injected AA group significantly higher than all control groups after the second injection (log-rank p<0.05); pathogen clearance from hepatopancreas significantly enhanced; AKP, ACP, SOD and MDA all significantly higher after secondary than after primary stimulation	Transcriptome (RNA-seq)	Concordant (84 DEGs commonly upregulated after both primary and secondary stimulation, including C-type mannose receptor 2, ATG12 and TLR4)	Aquaculture	not reported	Abstract only	None found	First evidence of immune priming in the Manila clam; uses the same 7-day priming window that recurs across the bivalve and crustacean literature, suggesting a de facto field convention rather than an empirically optimised interval
Cheng_2024	10.1016/j.fsi.2024.110041	39586384	2024	Crassostrea gigas	Bivalve	inactivated Vibrio splendidus	Pathogen/immune	Larva	not reported (inactivated V. splendidus stimulation of middle-umbo larvae at 10 days post-fertilisation; concentration not stated in the retrievable text)	single stimulation at 10 dpf	F0	Within-generation only	live Vibrio splendidus challenge of late-umbo larvae (18 dpf) or pediveliger larvae (21 dpf)	8	Yes	Persisted	larval death rate at two later stages; immune receptor and effector gene expression (CTL-3, Integrin beta-1, TLR4, IKK, IL17-5, Defh2, HSP70); SOD, CAT and lysozyme activities; agglutination and growth inhibition of V. splendidus by larval proteins; shell height and length, development rate, settlement rate	Improved	Much lower death rate in the stimulated group than controls when challenged at either 18 dpf (8 d post-priming) or 21 dpf (11 d post-priming); significantly increased shell height and length, accelerated development rate and higher settlement rate in primed larvae (magnitudes not in the retrievable text)	Targeted qPCR	Not evaluated	Aquaculture	not reported	Abstract only	None found	Ontogenic priming across larval stages, with two post-priming challenge timepoints (8 and 11 d). Notably priming IMPROVED growth, development and settlement rather than costing them - the direct opposite of the poly(I:C) maternal-priming cost reported by Robinson & Green 2020, suggesting the trade-off depends on elicitor and stage
Wang_2023	10.1016/j.dci.2023.105122	38104703	2023	Crassostrea gigas	Bivalve	low-dose formalin-inactivated Vibrio alginolyticus; compared with live Vibrio alginolyticus priming	Pathogen/immune	Multiple	low-dose formalin-inactivated V. alginolyticus at 5 x 10^n and 5 x 10^n CFU/mL (exponents not recoverable from the indexed text); the trans-generational arm used immersion at 5 x 10^n CFU/mL; live V. alginolyticus priming tested as a comparison	single priming exposure (injection or immersion)	F0-F1	Route not resolved	secondary Vibrio alginolyticus infection of primed adults; challenge of F1 larvae with several different Vibrio species	not reported	No	Not tested	adult mortality; haemocyte ROS level and necrosis; F1 larval resistance to multiple Vibrio species	Mixed	Low-dose formalin-inactivated V. alginolyticus protected adults against secondary V. alginolyticus infection; priming with LIVE V. alginolyticus instead raised ROS, caused haemocyte necrosis and produced HIGHER late-stage mortality (a maladaptive outcome); trans-generational priming significantly increased larval resistance to various Vibrio species	Targeted qPCR	Not evaluated	Aquaculture	not reported	Abstract only	None found	Dose and elicitor form are decisive: live-pathogen priming was actively harmful while low-dose inactivated priming was protective - one of the few explicit maladaptive priming results in this literature. Offspring protection was broad-spectrum across Vibrio species rather than strain-specific, which conflicts with the specificity reported by Zuo et al. 2025 and Pope et al. 2011
Song_2025	10.3389/fimmu.2025.1536562	40458402	2025	Crassostrea gigas	Bivalve	live Vibrio splendidus injection of gonad-matured parents	Pathogen/immune	Broodstock/adult	100 uL of Vibrio splendidus suspension at 2 x 10^n CFU/mL injected into gonad-matured adults vs an equal volume of sterile seawater; maternal and paternal priming tested in separate arms	single injection; artificial spawning and fertilisation performed 7 d post-priming	F0-F1	Both parents	Vibrio splendidus exposure of embryos/larvae at 1 x 10^n CFU/mL from the blastula stage (4.5 h post-fertilisation)	7	Yes	Persisted	egg lysozyme, SOD, NO and glucose; egg antibacterial activity; larval mortality and hatching rate; CAT, lysozyme and SOD through early ontogeny; larval transcriptome; DNMT1, DNMT3a and DNMT3b expression; E3 ligase expression	Improved	Larval mortality significantly lower and hatching rate significantly higher in both maternal (mVs-Vs) and paternal (pVs-Vs) primed groups than in naive-parent challenged controls (nSw-Vs); egg lysozyme activity 0.486 ug/mL in maternally primed vs 0.28 ug/mL in controls (p<0.05); egg SOD, NO and glucose all significantly elevated at 7 d post-priming	Transcriptome (RNA-seq); Targeted qPCR	Partial (maternal arm showed both enzyme and gene-expression changes; paternal arm showed gene-expression changes with no detectable enzyme changes)	Aquaculture	160 gonad-matured adults split across 2 priming groups; approximately 3,000,000 embryos per tank; 3 biological replicates each pooled from 3 parallel samples	Full text	None found	First bacteria-induced TGIP in a mollusc, and the closest any paper in this set comes to an epigenetic mechanism for transgenerational priming: all three DNMTs were significantly upregulated during early ontogeny in maternally primed offspring and rose sharply only at the D-veliger stage in paternally primed offspring. CRITICAL CAVEAT - DNA methylation itself was never measured, only DNMT transcript abundance
Zuo_2025	10.1016/j.fsi.2025.111073	41407080	2025	Crassostrea gigas	Bivalve	sublethal Vibrio splendidus vs Staphylococcus aureus pre-stimulation	Pathogen/immune	Broodstock/adult	not reported (V. splendidus or S. aureus pre-stimulation; concentration and route not stated in the retrievable text)	single pre-stimulation	F0	Within-generation only	secondary Vibrio splendidus stimulation	not reported	No	Not tested	haemocyte phagocytic activity against V. splendidus, S. aureus and inert fluorescent microspheres; CgbetaGBP2, CgC1qDC-8, CgRab24, CgBigdefensin1 and CgBigdefensin2 expression; NO level; lysozyme in hepatopancreas and cell-free haemolymph; haemolymph growth-inhibition assay; histone marks H3K4me1, H3K4me3, H3K9ac and H3K27ac	Improved	Phagocytic activity against V. splendidus (but not against S. aureus or inert microspheres) significantly higher in V. splendidus-primed than in S. aureus-primed oysters; CgbetaGBP2, CgC1qDC-8, CgRab24, CgBigdefensin1/2 and NO all significantly up; lysozyme up in hepatopancreas and cell-free haemolymph with stronger inhibition of V. splendidus growth; first stimulation with EITHER microbe significantly increased H3K4me1, H3K4me3, H3K9ac and H3K27ac	Chromatin; Targeted qPCR	Partial (the functional protection was pathogen-specific whereas the global histone-mark increase was induced equally by the non-protective Gram-positive microbe)	None	not reported	Abstract only	None found	Strongest evidence for pathogen specificity of the functional priming response in an oyster. But because bulk histone marks rose equally after a microbe that conferred no protection, global chromatin marks cannot be the carrier of that specificity - promoter-level resolution (as in Lian et al. 2024) is required
Arfatahery_2024	10.1016/j.dci.2024.105221	38925430	2024	Magallana (Crassostrea) gigas	Bivalve	sublethal dose of a sympatric or an allopatric Vibrio splendidus strain	Pathogen/immune	Broodstock/adult	sublethal dose of bacterial cells of two closely related V. splendidus strains differing in virulence, one isolated at the same location as the oysters (sympatric) and one from a different location (allopatric); concentrations not stated in the retrievable text	single priming exposure	F0	Within-generation only	potentially lethal dose of sympatric or allopatric Vibrio splendidus, assessed both in vitro on cell-free haemolymph plasma and in vivo	not reported	No	Not tested	in vitro bacterial growth in cell-free haemolymph plasma; in vivo bacterial loads	Mixed	Priming produced inhibitory effects on subsequent bacterial growth in vitro, strongest when primed with the sympatric strain but with partial cross-protection against the allopatric strain; addition of haemolymph plasma generally promoted growth of both strains; in vivo bacterial loads INCREASED after the initial challenge, contradicting the in vitro result	None	Discordant (in vitro humoral priming effect was not reflected in the in vivo infection data)	None	not reported	Abstract + citations	None found	Essential negative/discordant result for the field: an in vitro priming signal did not translate into in vivo protection. Also the only test of local adaptation in priming specificity - stronger priming against the co-occurring strain suggests a host-pathogen co-evolutionary component
Lian_2024	10.3390/ijms25021036	38256110	2024	Crassostrea gigas	Bivalve	inactivated Vibrio splendidus	Pathogen/immune	Broodstock/adult	not reported (inactivated V. splendidus for primary stimulation, live V. splendidus for secondary; concentrations not stated in the retrievable text); pharmacological arms used the histone methyltransferase inhibitor 5-methylthioadenosine (MTA) and the histone demethylase inhibitor monomethyl fumarate (MEF)	single primary stimulation	F0	Within-generation only	secondary Vibrio splendidus stimulation 7 d after the primary stimulation	7	Yes	Persisted	CgTLR3, CgMyD88-2 and CgIL17-1 expression at 6 h after primary vs 6 h after secondary stimulation; H3K4me3 ChIP enrichment at the CgTLR3 promoter at 7 d post-priming; inhibitor rescue experiments	Improved	CgTLR3, CgMyD88-2 and CgIL17-1 expression at 6 h after secondary stimulation significantly higher than at 6 h after primary (p<0.05); H3K4me3 enrichment at the CgTLR3 promoter significantly increased at 7 d after primary stimulation with inactivated V. splendidus (p<0.05); MTA reduced both the mark and the secondary-response gene expression (p<0.05) while MEF increased both (p<0.05)	Chromatin; Targeted qPCR	Concordant	None	not reported	Abstract only	None found	The clearest causal epigenetic evidence in any bivalve: a specific histone mark deposited at a named promoter during the 7-day priming window is both necessary (MTA) and sufficient-enhancing (MEF) for the amplified secondary response. Limitation - no survival or organismal protection endpoint; the phenotype is gene expression only
Lian_2025	10.1016/j.fsi.2025.110236	40010616	2025	Crassostrea gigas	Bivalve	Vibrio splendidus stimulation	Pathogen/immune	Broodstock/adult	not reported (V. splendidus stimulation; concentration not stated in the retrievable text); pharmacological/RNAi arms used the KDM5 activator DM-alpha-ketoglutarate and CgKDM5A RNAi	single primary stimulation	F0	Within-generation only	secondary Vibrio splendidus stimulation 7 d after the primary stimulation	7	Yes	Persisted	CgKDM5A transcript level and KDM5 enzymatic activity; global H3K4me3; H3K4me3 ChIP enrichment at CgBMP7 and CgGATA2/3 promoters at 7 d; haemocyte proliferation index at 12 h post-secondary stimulation	Improved	CgKDM5A transcripts and KDM5 activity significantly decreased after V. splendidus stimulation with a corresponding increase in H3K4me3; H3K4me3 at CgBMP7 and CgGATA2/3 promoters elevated at 7 d post-priming (p<0.05); haemocyte proliferation index significantly increased at 12 h after secondary stimulation (p<0.05); KDM5 activator DM-alphaKG raised promoter H3K4me3 at 7 d but then reduced CgBMP7/CgGATA2/3 expression and proliferation after secondary stimulation, while CgKDM5A-RNAi enriched the mark and increased proliferation	Chromatin; Targeted qPCR	Concordant	None	not reported	Abstract only	None found	Links the epigenetic priming window to haematopoiesis: H3K4me3 at developmental transcription-factor promoters licenses haemocyte proliferation on re-challenge. Same 7-day window as Lian et al. 2024. No organismal protection endpoint
Sun_2025	10.1093/jimmun/vkaf218	41206721	2025	Crassostrea gigas	Bivalve	Vibrio splendidus stimulation	Pathogen/immune	Broodstock/adult	not reported (V. splendidus stimulation; concentration not stated in the retrievable text); loss-of-function arms used RNAi of CgCLec-HTM/IgR, Syk and BCL10 plus the mTOR inhibitor rapamycin and the ERK inhibitor FR180204	single primary stimulation	F0	Within-generation only	secondary Vibrio splendidus stimulation (assessed 6 h post-secondary); molecular state assessed 7 d after the first stimulation	7	Yes	Persisted	mTOR and ERK phosphorylation; glycolysis genes CgGluT and CgGK; NAD+/NADH ratio; lactate concentration; H3K4me1 and H3K4me3 levels; haemocyte phagocytic rate; CgClathrin, CgATPeV and CgTNF expression	Improved	Silencing CgCLec-HTM/IgR-Syk-BCL10 significantly reduced mTOR and ERK phosphorylation at 6 h post-primary and reduced CgGluT/CgGK expression, NAD+/NADH ratio, lactate, H3K4me1 and H3K4me3 at 7 d post-primary, plus haemocyte phagocytic rate and CgClathrin/CgATPeV/CgTNF at both 7 d post-primary and 6 h post-secondary; rapamycin and FR180204 independently reproduced the loss of glycolytic output and of H3K4me1/H3K4me3	Chromatin; Targeted qPCR	Concordant	None	not reported	Abstract only	None found	Demonstrates metabolic-epigenetic coupling in a bivalve - a lectin receptor drives glycolysis via mTOR/ERK, and glycolytic output in turn sets H3K4 methylation levels - closely paralleling mammalian trained immunity and the shrimp KAT8/acetyl-CoA axis of Lv et al. 2025. Loss-of-function only; no survival endpoint
ReyCampos_2024	10.1016/j.fsi.2024.109867	39214263	2024	Mytilus galloprovincialis	Bivalve	poly(I:C); filtered-seawater injection used as a sterile-injury control elicitor	Pathogen/immune	Broodstock/adult	not reported (poly I:C stimulation of mussels/haemocytes; concentration not stated in the retrievable text)	single stimulation	F0	Within-generation only	waterborne viral haemorrhagic septicaemia virus (VHSV) exposure	not reported	No	Not tested	haemocyte transcriptome including lncRNAs (RNA-seq); rate of viral clearance by haemocytes; IL-17, IRF1 and viperin expression	Improved	Both poly I:C and a sterile filtered-seawater injection accelerated VHSV clearance by haemocytes and altered expression of several immune genes including IL-17, IRF1 and viperin; the poly I:C transcriptomic response was dominated by apoptosis and an IRF/STING-IFI44/IRGC1 axis with lncRNA modulation	Transcriptome (RNA-seq); ncRNA; Targeted qPCR	Partial (a sterile injury control reproduced part of the protective effect, so the response is not poly(I:C)-specific)	None	not reported	Abstract only	None found	Important methodological control that most of this literature omits: sterile seawater injection ALONE accelerated viral clearance, meaning wounding/damage signals can mimic PAMP priming. Ecological relevance is limited because mussels are not naturally susceptible to VHSV
